source;target;weight
q-cumarum;32;-0.0689234386052
q-pergameae;32;-0.0689234386052
q-propiore;32;-0.0689234386052
q-delius;32;-0.0689234386052
q-androgeo;32;-0.0689234386052
q-cecropidae;32;-0.0689234386052
q-praepetibus;32;-0.0689234386052
q-massylum;32;-0.0689234386052
q-inextricabilis;32;-0.0689234386052
q-pasiphaë;32;-0.0689234386052
q-iphitus;33;0.122594926221
q-pelias;33;0.122594926221
q-danaum;33;0.0862839039827
q-latinum;33;-0.065880511359
q-eurus;33;0.0622978248454
q-achaia;33;0.0612974631107
q-eois;33;0.0612974631107
q-astyanacta;33;0.0612974631107
q-penelei;33;0.0612974631107
q-zephyrusque;33;0.0612974631107
q-danaosque;33;0.0612974631107
q-armipotentis;33;0.0612974631107
q-nereus;33;0.0612974631107
q-automedon;33;0.0609227596036
q-agitator;33;0.0609227596036
q-exuuiis;33;0.0609227596036
q-periphas;33;0.0609227596036
q-bruma;33;0.0609227596036
q-tota;33;0.0607754563991
q-ilicet;33;0.0605552623942
q-lucagus;34;0.136067055648
q-mimanta;34;-0.124431433159
q-latagum;34;-0.124431433159
q-mezentius;34;-0.117032036193
q-semel;34;0.0834546741323
q-unde;34;-0.0679212706977
q-currus;34;0.0655180750131
q-cisseis;34;-0.0644044094686
q-proinde;34;0.064360225009
q-drance;34;0.0635129824884
q-laurens;34;-0.0622157165796
q-paridisque;34;-0.0622157165796
q-phrygium;34;-0.0622157165796
q-amyco;34;-0.0622157165796
q-theano;34;-0.0622157165796
q-dolichaonis;34;-0.0622157165796
q-palmus;34;-0.0622157165796
q-euanthen;34;-0.0622157165796
q-frater;34;0.0605154055485
q-rupes;34;-0.0582666523439
q-mezentius;35;-0.0766438025339
q-turnique;35;0.0706133446614
q-latagum;35;-0.0701202957216
q-mimanta;35;-0.0701202957216
q-allicio;35;0.0649193993326
q-allecto;35;0.0649193993326
q-perfidus;35;0.0640035153117
q-duo;35;0.0630330790698
